Country Name,Country Code,Series Name,Series Code,2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Armenia,ARM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,13.7,6.9,-14.1,2.2,4.699.999.999,7.200.000.001,3.3,3.600.000.001,3.199.999.999,0.2,7.500.000.002,5.2,7.599.999.999
Armenia,ARM,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,75.866,76.004,76.174,76.383,76.629,76.897,77.172,77.446,77.708,77.949,78.165,78.354,78.516
Armenia,ARM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.815,72.946,73.118,73.331,73.572,73.82,74.056,74.273,74.467,74.64,74.797,74.945,75.087
Australia,AUS,"Population, female",SP.POP.TOTL.FE.IN,10422152,10626574,10843809,11013858,11172755,11378171,11586371,11770519,11948693,12141288,12349632,12541215,12733486
Australia,AUS,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,4.79,4.57,5.4,5.38,5.31,5.33,5.61,6.17,6.07,5.78,5.67,5.32,5.11
Australia,AUS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.38,4.23,5.56,5.21,5.08,5.22,5.66,6.08,6.05,5.71,5.59,5.3,5.16
Australia,AUS,"Children out of school, primary",SE.PRM.UNER,18579,16931,13008,9666,44871,39575,1212,1742,1861,955,7031,9614,15542
Australia,AUS,"Children out of school, primary, female",SE.PRM.UNER.FE,..,..,..,..,17865,15723,..,..,..,..,3169,5119,7676
Australia,AUS,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,55.45,56.03,55.7,55.61,55.9,55.78,55.51,55.13,55.59,55.92,56.4,57.17,57.71
Australia,AUS,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,63.26,63.52,60.75,59.76,60.19,59.43,58.68,57.92,58.69,58.65,58.5,60,60.38
Australia,AUS,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,64.15,64.54,61.21,60.62,60.44,59.61,58.65,57.7,58.44,58.25,58.23,59.48,59.63
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,8.54E+16,1.06E+17,9.28E+16,1.15E+17,1.40E+17,1.55E+17,1.58E+17,1.47E+16,1.35E+17,1.21E+17,1.33E+17,1.43E+17,1.39E+17
Australia,AUS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,5.257.664.263,5.341.855.362,533.424.479,536.049.211,5.416.715.865,5.531.533.102,557.768.623,5.634.306.116,5.675.572.171,5.742.425.134,5.776.406.884,5.856.119.001,5.892.320.821
Australia,AUS,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,10.9,11.6,11.2,11.7,11.2,11.7,11.5,12.7,13.2,12.2,13.1,12.4,12.5
Australia,AUS,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,5.5,5.3,5.6,5.7,5.7,6.4,6.1,6.5,6.8,6.4,6.9,6.2,6.4
Australia,AUS,A woman can get a job in the same way as a man (1=yes; 0=no),SG.GET.JOBS.EQ,1,1,1,1,1,1,1,1,1,1,1,1,1
Australia,AUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.768.487.516,3.577.014.878,186.683.207,2.172.337.091,2.469.746.294,3.917.362.463,2.600.211.881,2.562.931.521,2.172.204.753,2.741.643.069,2.295.926.947,287.097.248,2.113.149.425
Australia,AUS,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,83.7,83.7,83.9,84,84.2,84.3,84.3,84.4,84.5,84.6,84.6,84.9,85
Australia,AUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,8.129.268.293,8.139.512.195,8.154.390.244,8.169.512.195,8.189.512.195,8.204.634.146,8.214.878.049,82.3,82.4,8.244.878.049,82.5,8.274.878.049,82.9
Austria,AUT,"Population, female",SP.POP.TOTL.FE.IN,4259861,4271066,4279831,4287444,4299034,4315556,4337527,4367372,4411651,4453787,4478340,4493586,4507562
Austria,AUT,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,5.3,4.41,5.09,4.63,4.58,4.79,5.29,5.38,5.31,5.54,5.03,4.65,4.35
Austria,AUT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.86,4.13,5.3,4.82,4.56,4.87,5.33,5.62,5.72,6.01,5.5,4.85,4.49
Austria,AUT,"Children out of school, primary",SE.PRM.UNER,8872,9671,8421,7641,9350,5423,3318,2102,1512,663,149,143,187
Austria,AUT,"Children out of school, primary, female",SE.PRM.UNER.FE,4647,5132,4149,4020,4632,2802,1822,985,521,186,..,..,..
Austria,AUT,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,49.35,50.35,50.66,51.03,51.37,51.74,51.71,51.63,51.64,51.96,52.24,52.49,52.76
Austria,AUT,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,50.68,51.32,50.45,48.85,49.71,50.23,49.79,49.97,48.86,49.01,48.78,48.4,48
Austria,AUT,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,53.98,54.55,53.21,52.79,53.9,53.71,53.18,52.21,51.53,51.07,50.46,51.06,51.32
Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,3.89E+16,4.30E+16,4.00E+16,3.92E+16,4.31E+15,4.09E+16,4.30E+16,4.42E+16,3.82E+16,3.96E+16,4.16E+15,4.55E+16,4.45E+16
Austria,AUT,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,4.392.004.645,4.442.218.747,4.263.804.137,4.331.708.506,4.443.312.737,4.453.196.912,4.428.156.633,4.422.737.868,4.417.804.738,4.457.232.282,4.532.593.522,4.626.948.367,4.671.772.073
Austria,AUT,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,16,15.8,16,16.1,16.5,16.3,16.2,16.5,16,15.5,15.4,15.7,14.6
Austria,AUT,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,7.9,7.5,7.6,7.6,8,7.3,7.9,8.1,7.6,7.7,6.6,6.9,6.7
Austria,AUT,A woman can get a job in the same way as a man (1=yes; 0=no),SG.GET.JOBS.EQ,1,1,1,1,1,1,1,1,1,1,1,1,1
Austria,AUT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.727.415.301,1.460.423.676,-3.764.578.178,1.837.093.677,2.922.797.284,0.680445577,0.025504712,0.661272849,1.014.501.586,1.989.437.162,2.258.572.433,2.501.595.119,149.121.085
Austria,AUT,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,83.1,83.3,83.2,83.5,83.8,83.6,83.8,84,83.7,84.1,84,84.1,84.2
Austria,AUT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,801.804.878,8.043.170.732,8.033.170.732,805.804.878,8.098.292.683,8.093.658.537,8.113.658.537,814.902.439,811.902.439,8.164.146.341,8.164.390.244,8.169.268.293,8.179.268.293
Azerbaijan,AZE,"Population, female",SP.POP.TOTL.FE.IN,4342687,4430218,4518717,4568408,4624010,4681717,4738628,4794145,4847591,4898038,4942298,4981391,5020148
Azerbaijan,AZE,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,5.5,5.55,6.58,6.91,6.45,6.09,5.95,5.84,5.87,5.91,5.93,5.77,5.73
Azerbaijan,AZE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.33,5.86,5.74,5.63,5.42,5.19,4.97,4.91,4.96,5,5,4.9,4.85
Azerbaijan,AZE,"Children out of school, primary",SE.PRM.UNER,71283,70361,61748,64067,49999,38511,8544,3638,5980,4338,12166,24803,55687
Azerbaijan,AZE,"Children out of school, primary, female",SE.PRM.UNER.FE,34881,34147,31015,31744,26499,20869,8359,..,..,..,3367,12040,21341
Azerbaijan,AZE,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,58.19,57.62,57.44,57.48,57.17,57.38,57.68,58.31,58.85,59.26,59.55,59.99,59.63
Azerbaijan,AZE,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,32.55,29.43,31.95,35.78,27.16,26.98,28.28,29.07,30.59,33.07,34.96,36.88,36.25
Azerbaijan,AZE,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,33.94,30.84,30.35,28.32,28.16,28.48,29.42,30.92,32.38,34.56,36.41,38.11,37.55
Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,33050343783,48852482960,44291490421,52909294792,65951627200,69683935845,74164435946,75244294275,53074370486,37867518957,40865558912,47112941176,48174235294
Azerbaijan,AZE,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,4.412.048.232,4.777.956.633,5.118.234.082,5.299.924.272,5.149.025.731,5.192.992.544,5.425.804.943,550.840.911,5.500.310.382,5.272.532.909,5.229.068.864,52.617.445,5.346.783.202
Azerbaijan,AZE,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,4.9,4.7,4.6,4.6,4.5,4.4,4.3,4.2,4.1,4,4,4,4.1
Azerbaijan,AZE,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,2.1,2,1.9,1.9,1.9,1.8,1.7,1.6,1.6,1.6,1.6,1.6,1.6
Azerbaijan,AZE,A woman can get a job in the same way as a man (1=yes; 0=no),SG.GET.JOBS.EQ,1,1,1,1,1,1,1,1,1,1,1,1,1
Azerbaijan,AZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,25,1.075.897.816,9.296.363.473,5.048.944.567,0.1,216.523.943,5.809.800.945,275.050.703,1.093.975.846,-3.1,0.2,1.5,2.5
Azerbaijan,AZE,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,72.908,73.402,73.809,74.123,74.353,74.531,74.683,74.823,74.956,75.088,75.215,75.336,75.455
Azerbaijan,AZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.752,70.201,70.597,70.938,71.234,71.506,71.768,72.022,72.266,72.493,72.693,72.864,73.005
Belgium,BEL,"Population, female",SP.POP.TOTL.FE.IN,5409818,5451570,5494816,5544815,5617613,5653189,5679989,5703536,5732314,5753945,5766141,5781326,5802420
Belgium,BEL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,8.45,7.6,8.11,8.52,7.18,7.41,8.17,7.94,7.77,7.56,7.05,5.56,4.93
Belgium,BEL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.46,6.98,7.91,8.29,7.14,7.54,8.43,8.52,8.48,7.83,7.09,5.95,5.36
Belgium,BEL,"Children out of school, primary",SE.PRM.UNER,13081,8603,9716,11467,10445,8491,8887,9806,7403,5451,2164,4131,7160
Belgium,BEL,"Children out of school, primary, female",SE.PRM.UNER.FE,6391,4197,4870,5554,4954,4281,4458,5247,4338,3382,1098,1278,1819
Belgium,BEL,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,42.49,43.18,42.96,43.45,43.44,43.42,43.71,44.2,44.29,44.16,44.51,45.95,46.53
Belgium,BEL,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,25.28,25.24,23.23,22.95,23.86,22.24,21.56,21.65,21.72,21.53,20.93,23.5,25.69
Belgium,BEL,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,27.97,27.74,25.44,25.12,25.67,24.87,23.34,23.05,23.42,22.9,22.83,25.01,26.5
Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,4.70E+16,5.15E+16,4.81E+16,4.81E+16,5.23E+16,4.96E+16,5.22E+16,5.35E+16,4.62E+15,4.76E+15,5.02E+16,5.43E+16,5.35E+16
Belgium,BEL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,402.740.279,4.013.570.565,3.900.952.956,397.619.314,3.991.304.049,399.595.003,3.995.424.627,4.040.516.818,4.099.180.814,4.130.140.652,4.180.975.481,4.236.400.579,4.288.765.513
Belgium,BEL,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,18.7,20.3,20.6,20.5,21.1,20.8,19.5,19.4,18.6,19.3,18.9,18.7,18.3
Belgium,BEL,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,11,11.4,11.8,12.2,12.8,11.8,11.9,12.1,11.7,11.7,11.9,11.9,11.8
Belgium,BEL,A woman can get a job in the same way as a man (1=yes; 0=no),SG.GET.JOBS.EQ,1,1,1,1,1,1,1,1,1,1,1,1,1
Belgium,BEL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.676.881.136,0.446928735,-2.020.743.062,2.864.292.708,1.694.513.899,0.739217283,0.459242193,1.578.533.143,2.041.459.009,1.266.686.409,1.619.580.278,1.819.203.664,2.149.559.681
Belgium,BEL,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,82.6,82.6,82.8,83,83.3,83.1,83.2,83.9,83.4,84,83.9,83.9,84
Belgium,BEL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,7.978.292.683,796.804.878,8.003.414.634,8.018.292.683,8.058.536.585,8.038.536.585,8.058.780.488,8.128.780.488,8.099.268.293,8.143.902.439,8.149.268.293,8.159.512.195,8.174.634.146
Bosnia and Herzegovina,BIH,"Population, female",SP.POP.TOTL.FE.IN,1914514,1910269,1901145,1885941,1863814,1835725,1804557,1774341,1748019,1726540,1709262,1695554,1684199
Bosnia and Herzegovina,BIH,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,32.95,26.8,25.65,29.93,29.93,30.65,29,31.12,30.65,29.98,23.1,20.29,18.73
Bosnia and Herzegovina,BIH,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,28.98,23.41,24.07,27.31,27.58,28.01,27.49,27.52,27.69,25.41,20.53,18.4,15.69
Bosnia and Herzegovina,BIH,"Children out of school, primary",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,"Children out of school, primary, female",SE.PRM.UNER.FE,..,..,..,..,..,..,..,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,21.15,23.94,24.71,24.04,24.14,24.05,24.67,25.05,25.14,24.92,27.61,28.31,30.43
Bosnia and Herzegovina,BIH,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,9.72,12.54,11.78,10.19,9.51,7.72,8.4,8.17,8.02,8.94,10.88,12.81,18.59
Bosnia and Herzegovina,BIH,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,13.96,17.51,16.72,14.07,13.34,10.92,11.61,10.89,11.62,13.44,16.55,19.67,23.21
Bosnia and Herzegovina,BIH,GDP (current US$),NY.GDP.MKTP.CD,15778767411,19112739398,17613836527,17176781046,18644723854,17221192466,18172335776,18560861389,16219819017,16914287349,18079075771,20177409351,20201323260
Bosnia and Herzegovina,BIH,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3.908.049.735,4.130.082.439,4.025.635.895,4.093.870.506,4.183.168.215,4.213.468.449,4.388.408.098,4.516.159.951,4.727.276.333,4.938.238.431,5.147.644.913,5.384.520.238,5.575.419.648
Bosnia and Herzegovina,BIH,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,11.5,10.8,10.7,10.5,10.6,10.4,10.6,10.6,10.7,10.5,10.5,10.8,10.9
Bosnia and Herzegovina,BIH,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,4.8,4.5,4.5,4.5,4.4,4.4,4.5,4.6,4.6,4.5,4.5,4.5,4.5
Bosnia and Herzegovina,BIH,A woman can get a job in the same way as a man (1=yes; 0=no),SG.GET.JOBS.EQ,1,1,1,1,1,1,1,1,1,1,1,1,1
Bosnia and Herzegovina,BIH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.857.126.342,5.443.831.035,-300.445.593,0.86566926,0.959511247,-0.821836474,2.349.856.663,1.153.851.092,3.089.164.152,3.149.806.916,3.171.434.875,3.740.071.092,2.831.002.603
Bosnia and Herzegovina,BIH,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,78.047,78.182,78.327,78.484,78.649,78.816,78.98,79.139,79.292,79.439,79.581,79.72,79.857
Bosnia and Herzegovina,BIH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.498,75.665,75.844,76.031,76.219,76.401,76.569,76.723,76.865,76.998,77.128,77.262,77.401
Bulgaria,BGR,"Population, female",SP.POP.TOTL.FE.IN,3872722,3844865,3819570,3794289,3770298,3749213,3729310,3709343,3686934,3662344,3636886,3611859,3587537
Bulgaria,BGR,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,7.29,5.76,6.62,9.61,10.11,10.84,11.84,10.4,8.42,6.97,5.95,4.65,3.87
Bulgaria,BGR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.88,5.61,6.82,10.28,11.26,12.27,12.94,11.42,9.14,7.57,6.16,5.21,4.23
Bulgaria,BGR,"Children out of school, primary",SE.PRM.UNER,588,152,886,450,514,6389,11428,15467,21711,29488,34641,39977,43662
Bulgaria,BGR,"Children out of school, primary, female",SE.PRM.UNER.FE,..,..,..,..,..,3047,5547,7251,10662,14626,16813,19315,21250
Bulgaria,BGR,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,44.6,46.02,44.9,43.11,42.44,42.64,42.78,43.57,44.54,44.43,46.66,47.04,48.46
Bulgaria,BGR,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,23.48,25.03,23.45,21.39,18.85,18.57,18.15,17.18,16.64,16.62,19.58,17.51,18.7
Bulgaria,BGR,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,26.81,29.19,27.22,24.5,21.96,21.7,21.01,20.64,20.58,20.23,23.43,21.3,22.17
Bulgaria,BGR,GDP (current US$),NY.GDP.MKTP.CD,44405101470,54438966420,52023504656,50682061053,57678241024,54300857424,55810138436,57082011260,50781996713,53953897624,59199447421,66363422450,68915416142
Bulgaria,BGR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,5.964.038.128,637.155.407,6.196.317.814,6.272.135.226,6.461.114.205,6.521.820.231,6.579.787.074,6.742.059.072,7.055.935.673,7.377.063.449,7.691.440.566,7.986.757.435,834.031.469
Bulgaria,BGR,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,12.5,13.2,12.3,12.4,11,12.5,10.5,10.4,9.8,9.7,10.3,9.7,9.7
Bulgaria,BGR,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,6.4,6.7,5.6,5.9,4.5,5.6,4.3,4.9,4.5,4.5,4.8,4.3,4.4
Bulgaria,BGR,A woman can get a job in the same way as a man (1=yes; 0=no),SG.GET.JOBS.EQ,1,1,1,1,1,1,1,1,1,1,1,1,1
Bulgaria,BGR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.591.380.837,6.116.017.964,-3.271.854.279,1.541.801.443,210.120.575,0.754930386,-0.560493966,0.966869032,3.428.054.914,3.039.825.276,276.217.096,2.684.576.131,4.037.592.082
Bulgaria,BGR,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,76.3,76.6,77.1,77.2,77.8,77.9,78.6,78,78.2,78.5,78.4,78.6,78.5
Bulgaria,BGR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,7.266.341.463,7.296.341.463,7.341.219.512,7.351.219.512,7.416.341.463,7.431.463.415,7.486.097.561,7.446.585.366,7.461.463.415,7.481.219.512,7.481.463.415,7.496.341.463,7.491.463.415
Canada,CAN,"Population, female",SP.POP.TOTL.FE.IN,16577534,16754826,16945066,17133868,17303497,17494958,17683847,17864828,17999309,18202997,18419765,18677710,18939365
Canada,CAN,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,5.65,5.65,7.01,7.23,7.01,6.82,6.6,6.39,6.29,6.24,5.85,5.49,5.25
Canada,CAN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.04,6.14,8.34,8.06,7.51,7.29,7.07,6.91,6.91,7,6.34,5.83,5.66
Canada,CAN,"Children out of school, primary",SE.PRM.UNER,..,..,..,..,..,12027,12482,13487,9238,1013,2753,5025,6652
Canada,CAN,"Children out of school, primary, female",SE.PRM.UNER.FE,..,..,..,..,..,..,..,..,..,..,..,..,..
Canada,CAN,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,58.41,58.51,57.57,57.42,57.33,57.46,57.67,57.25,57.03,57.11,57.58,57.63,57.92
Canada,CAN,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,59.88,60.14,57.39,56.83,56.49,55.48,55.93,56.89,57.21,56.84,57.71,57.31,58.88
Canada,CAN,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,59.56,59.67,55.51,55.1,55.42,54.31,54.99,55.5,55.79,55.44,56.55,56.36,57.52
Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,1.47E+17,1.55E+17,1.37E+17,1.62E+17,1.79E+17,1.83E+17,1.85E+16,1.81E+17,1.56E+17,1.53E+17,1.65E+17,1.72E+17,1.74E+17
Canada,CAN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,4.209.743.512,4.206.363.305,4.036.829.204,4.115.532.364,4.203.699.784,4.231.580.739,428.462.842,4.363.509.548,4.359.613.554,435.369.134,4.432.541.678,4.476.550.251,4.495.808.869
Canada,CAN,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,11.5,11.5,12,12.1,11.3,11.8,12.1,12.7,13,11.9,13,12,11.8
Canada,CAN,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,6.1,6.1,5.9,6.4,6.1,6.2,6.4,6.8,6.9,6.2,6.4,6.2,6.1
Canada,CAN,A woman can get a job in the same way as a man (1=yes; 0=no),SG.GET.JOBS.EQ,1,1,1,1,1,1,1,1,1,1,1,1,1
Canada,CAN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.868.608.857,1.007.622.695,-2.928.400.167,308.949.462,3.146.881.372,1.762.222.549,2.329.122.506,2.870.036.075,0.659176864,1.001.394.414,3.039.880.225,2.429.547.545,1.861.415.379
Canada,CAN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,82.9,83,83.3,83.5,83.6,83.8,83.9,83.9,84,84,84,84.2,84.2
Canada,CAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,8.054.390.244,8.069.512.195,8.099.512.195,8.124.634.146,8.144.878.049,8.164.878.049,8.174.878.049,81.8,81.9,81.9,81.9,8.204.878.049,8.204.878.049
Chile,CHL,"Population, female",SP.POP.TOTL.FE.IN,8395791,8485911,8576060,8665530,8752531,8837489,8924483,9019145,9124556,9243814,9373183,9500750,9610261
Chile,CHL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,10.86,12.1,13.4,9.91,8.86,8.13,7.17,7.12,7.14,7.26,7.46,7.98,8.01
Chile,CHL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,8.43,9.29,11.31,8.42,7.34,6.66,6.21,6.66,6.51,6.74,6.96,7.23,7.29
Chile,CHL,"Children out of school, primary",SE.PRM.UNER,48934,40511,62756,42194,49451,51097,57277,56759,54386,45312,33899,19351,7009
Chile,CHL,"Children out of school, primary, female",SE.PRM.UNER.FE,27605,24250,33244,22012,26358,26979,29934,29876,28819,24200,18830,11999,6549
Chile,CHL,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,38.66,40.16,39.94,42.26,44.47,45.04,45.91,46.5,46.51,46.72,47.22,47.49,47.65
